pp_id,accuracy,precision,recall,f1
72,0,1.0,0.3333333333333333,0.5
73,0,1.0,0.3333333333333333,0.5
74,0,1.0,0.6,0.7499999999999999
75,0,0.6666666666666666,0.5,0.5714285714285715
76,0,1.0,0.4,0.5714285714285715
77,0,1.0,0.4,0.5714285714285715
78,1,1.0,1.0,1.0
79,0,1.0,0.3333333333333333,0.5
80,0,0.6666666666666666,0.5,0.5714285714285715
81,0,0.75,0.75,0.75
87,0,1.0,0.75,0.8571428571428571
89,0,1.0,0.6,0.7499999999999999
92,1,1.0,1.0,1.0
93,0,0.6666666666666666,0.5,0.5714285714285715
94,0,0.6666666666666666,0.5,0.5714285714285715
98,0,1.0,0.25,0.4
99,0,0.5,0.3333333333333333,0.4
100,0,0.75,0.75,0.75
101,0,0.75,0.75,0.75
102,0,1.0,0.5,0.6666666666666666
103,0,0.6666666666666666,0.5,0.5714285714285715
104,0,0.6666666666666666,0.5,0.5714285714285715
105,0,0.75,0.75,0.75
106,0,0.6666666666666666,0.5,0.5714285714285715
107,0,1.0,0.25,0.4
108,0,1.0,0.25,0.4
109,0,1.0,0.5,0.6666666666666666
110,0,0.6666666666666666,0.5,0.5714285714285715
111,0,1.0,0.25,0.4
112,0,1.0,0.25,0.4
113,0,1.0,0.4,0.5714285714285715
114,0,0.5,0.3333333333333333,0.4
115,0,1.0,0.5,0.6666666666666666
116,0,1.0,0.3333333333333333,0.5
117,0,1.0,0.6,0.7499999999999999
118,0,1.0,0.25,0.4
119,0,1.0,0.3333333333333333,0.5
120,0,0.75,0.6,0.6666666666666665
121,0,0.75,0.75,0.75
122,0,1.0,0.5,0.6666666666666666
123,0,1.0,0.25,0.4
124,0,1.0,0.25,0.4
125,0,1.0,0.6,0.7499999999999999
126,0,1.0,0.25,0.4
127,0,1.0,0.6666666666666666,0.8
128,0,1.0,0.6666666666666666,0.8
129,0,1.0,0.3333333333333333,0.5
130,1,1.0,1.0,1.0
131,0,1.0,0.8,0.888888888888889
132,0,1.0,0.75,0.8571428571428571
133,0,1.0,0.75,0.8571428571428571
134,0,1.0,0.5,0.6666666666666666
135,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
136,0,1.0,0.75,0.8571428571428571
137,0,1.0,0.5,0.6666666666666666
138,0,1.0,0.75,0.8571428571428571
139,0,1.0,0.8,0.888888888888889
140,0,1.0,0.75,0.8571428571428571
141,0,1.0,0.8,0.888888888888889
142,1,1.0,1.0,1.0
143,0,1.0,0.5,0.6666666666666666
144,0,1.0,0.75,0.8571428571428571
145,1,1.0,1.0,1.0
146,0,1.0,0.8,0.888888888888889
147,0,1.0,0.75,0.8571428571428571
148,1,1.0,1.0,1.0
149,0,1.0,0.8,0.888888888888889
150,0,1.0,0.75,0.8571428571428571
151,0,1.0,0.75,0.8571428571428571
152,0,1.0,0.75,0.8571428571428571
153,0,1.0,0.75,0.8571428571428571
154,0,1.0,0.75,0.8571428571428571
